city,state,num_golf_courses,avg_rating,sum_ratings_count,avg_length_yards,state_golfable,score,rank
North Conway,New Hampshire,1,4.61,121,6659.0,0,0.35305209741329036,1280
Flatwoods,Kentucky,1,4.61,26,6917.0,0,0.3530238015444354,1281
Versailles,Ohio,1,4.61,59,6095.0,0,0.35292942020809026,1282
University Park,Pennsylvania,2,4.58,7,6266.5,0,0.35288668450608124,1283
Lafayette Hill,Pennsylvania,2,4.58,5,7064.5,0,0.35288538241377615,1284
Trabuco Canyon,California,2,4.58,4,6902.0,0,0.35287743113324876,1285
Barron,Wisconsin,1,4.61,70,6031.0,0,0.3528694872626419,1286
Deer Island,Florida,1,4.56,2789,6885.0,0,0.35285595104794554,1287
Wilmington,Illinois,1,4.61,96,6968.0,0,0.35281363961885476,1288
ChampionsGate,Florida,2,4.52,3326,7280.0,0,0.3527653967640864,1289
Bridgman,Michigan,2,4.58,159,6163.0,0,0.3525519224274989,1290
Cary,North Carolina,3,4.52,1217,6743.5,0,0.3517600454546753,1291
Evansville,Indiana,8,4.39,285,5441.6,0,0.3517212698677036,1292
Venice,Florida,10,4.26,3805,5796.5,0,0.35148315243880357,1293
Suttons Bay,Michigan,1,4.61,33,,0,0.3514716009768773,1294
State Road,North Carolina,1,4.6,545,6873.0,0,0.35131018535691616,1295
Waldport,Oregon,1,4.6,90,2642.0,0,0.3512864097481902,1296
Trinity,Texas,2,4.57,259,3395.5,0,0.35121001829274096,1297
Carefree,Arizona,2,4.55,1254,6651.0,0,0.3511626244487732,1298
West Lafayette,Indiana,5,4.48,233,6909.8,0,0.35110459299902796,1299
Grove City,Ohio,4,4.51,194,6942.5,0,0.3509685305011669,1300
Hartford,Wisconsin,3,4.53,601,7110.3,0,0.35082984842061826,1301
Ringoes,New Jersey,3,4.53,818,6912.7,0,0.3507680636388183,1302
Greer,South Carolina,3,4.53,796,6391.3,0,0.3507615438005485,1303
Mc Cook,Nebraska,1,4.6,14,6715.0,0,0.3506990918031065,1304
Selbyville,Delaware,1,4.6,180,7545.0,0,0.35062249343315804,1305
Burnside,Kentucky,1,4.6,302,0.0,0,0.3506157827825032,1306
Edgefield,South Carolina,1,4.59,724,6942.0,0,0.35061369941507414,1307
Marshville,North Carolina,1,4.58,1123,6723.0,0,0.35060754831426466,1308
Lake Forest,California,3,4.54,206,1182.0,0,0.350533704851871,1309
South Windsor,Connecticut,2,4.57,37,4774.5,0,0.35041401464065364,1310
Albany,Oregon,1,4.6,119,6432.0,0,0.35027318328973545,1311
Thornton,New Hampshire,1,4.6,35,6818.0,0,0.35014580260043215,1312
Haverhill,Massachusetts,4,4.5,639,6231.3,0,0.35011095205461856,1313
Saint Marys,Georgia,1,4.59,429,,0,0.3500695446282356,1314
Bullhead City,Arizona,2,4.56,341,7192.0,0,0.3500642647022393,1315
Bonita,California,1,4.6,15,6287.0,0,0.35006003636488375,1316
Watonga,Oklahoma,1,4.6,10,6139.0,0,0.35003859480599664,1317
Las Vegas,New Mexico,1,4.6,10,0.0,0,0.35003859480599664,1318
Vandalia,Ohio,1,4.6,10,6655.0,0,0.35003859480599664,1319
Wiggins,Mississippi,1,4.6,6,6286.0,0,0.350021441558887,1320
Linwood,Michigan,1,4.6,5,,0,0.3500171532471095,1321
Brooklyn,Michigan,1,4.6,5,5472.0,0,0.3500171532471095,1322
Ozark,Missouri,1,4.6,5,6680.0,0,0.3500171532471095,1323
Zolfo Springs,Florida,1,4.6,5,6286.0,0,0.3500171532471095,1324
South San Francisco,California,1,4.6,5,6735.0,0,0.3500171532471095,1325
South Burlington,Vermont,1,4.6,5,7035.0,0,0.3500171532471095,1326
Inlet,New York,1,4.6,5,6131.0,0,0.3500171532471095,1327
Claverack,New York,1,4.6,5,6034.0,0,0.3500171532471095,1328
Plano,Illinois,1,4.6,121,2943.0,0,0.3498853892882902,1329
Allendale,Michigan,1,4.59,709,7034.0,0,0.3498219522384129,1330
Berlin,Connecticut,2,4.56,455,6496.5,0,0.3495792320886151,1331
Port Aransas,Texas,1,4.59,171,6985.0,0,0.3495580442521613,1332
Clarkston,Michigan,3,4.53,615,6686.5,0,0.3494558611396688,1333
Half Moon Bay,California,2,4.57,30,6825.0,0,0.34933946520821185,1334
Farmingdale,New York,5,4.48,126,6616.6,0,0.3493081315763441,1335
Manorville,New York,2,4.56,463,6939.5,0,0.3492330699890844,1336
Keysville,Georgia,1,4.58,843,6935.0,0,0.3491720103915872,1337
Pembroke Pines,Florida,4,4.45,2946,6476.2,0,0.34915589310637535,1338
Mobile,Alabama,4,4.5,405,6921.3,0,0.3488527904580775,1339
Duluth,Georgia,10,4.29,1724,5527.0,0,0.34866508312999384,1340
Estero,Florida,7,4.33,4407,4730.8,0,0.34865635481631,1341
Hawley,Pennsylvania,2,4.56,66,6189.5,0,0.3485860319321989,1342
Fond Du Lac,Wisconsin,3,4.53,22,6960.0,0,0.3485275545473257,1343
Southern Pines,North Carolina,7,4.38,1731,5943.8,0,0.3482433462499357,1344
Leland,North Carolina,3,4.53,251,7728.0,0,0.3480127147151882,1345
Edison,New Jersey,3,4.53,251,6641.0,0,0.34795838742352153,1346
Afton,Wyoming,1,4.59,49,,0,0.347938713965316,1347
Hooper,Nebraska,1,4.59,75,2726.0,0,0.3477568663215289,1348
Laconia,Indiana,1,4.58,502,7200.0,0,0.34772138170048705,1349
Cleveland,Ohio,8,4.37,614,4129.5,0,0.34768389592684984,1350
Mount Airy,North Carolina,4,4.5,4,3332.0,0,0.3476691149353322,1351
Albert Lea,Minnesota,2,4.56,58,6198.0,0,0.3476515691879796,1352
Sublette,Illinois,1,4.59,91,5898.0,0,0.3476014224349678,1353
Marion,Ohio,1,4.59,17,6601.0,0,0.3474873629884386,1354
Arcadia,Michigan,1,4.59,46,7298.0,0,0.34734922402998375,1355
Acme,Michigan,3,4.52,312,6808.3,0,0.34734648746277746,1356
Durham,North Carolina,7,4.4,297,6676.7,0,0.34718716684861617,1357
Clarkesville,Georgia,2,4.55,263,6587.5,0,0.3471540224773505,1358
Ann Arbor,Michigan,10,4.31,354,5127.4,0,0.34713998611992897,1359
Florham Park,New Jersey,2,4.55,448,6006.5,0,0.34708459703117306,1360
Thomson,Georgia,2,4.56,46,4915.5,0,0.3469811563216506,1361
Vail,Colorado,1,4.58,287,7024.0,0,0.34696630091834185,1362
Mount Pocono,Pennsylvania,1,4.57,600,6580.0,0,0.3469655575046742,1363
Ramsey,Minnesota,1,4.58,164,6989.0,0,0.34693459825721934,1364
Galena,Ohio,3,4.52,101,5646.3,0,0.34683924784440845,1365
Silver Spring,Maryland,5,4.46,238,5218.2,0,0.3467859658704149,1366
Eagle,Colorado,2,4.55,105,7437.5,0,0.3466095260915182,1367
Glocester,Rhode Island,1,4.58,68,6185.0,0,0.34652481688908704,1368
Chicago,Illinois,12,4.19,3295,4531.2,0,0.3464290961302364,1369
Woodinville,Washington,1,4.58,3,6964.0,0,0.3463627775610549,1370
Mount Desert,Maine,1,4.58,3,5430.0,0,0.3463627775610549,1371
Meridian,Texas,1,4.58,3,3054.0,0,0.3463627775610549,1372
Ukiah,California,1,4.58,3,5850.0,0,0.3463627775610549,1373
Florence,Alabama,1,4.58,161,6851.0,0,0.3463572861343871,1374
Coldwater,Michigan,2,4.55,49,6733.0,0,0.34627875797573276,1375
Mckinney,Texas,8,4.34,1602,7036.7,0,0.34626961077544016,1376
Lakeland,Florida,12,4.12,6861,5506.2,0,0.34624953556393084,1377
Williamsburg,Iowa,1,4.58,46,,0,0.3461859115299838,1378
Kearney,Nebraska,3,4.52,147,3157.7,0,0.3459886386236698,1379
Windsor,Colorado,3,4.52,37,4938.0,0,0.34563890005732045,1380
Coeur D Alene,Idaho,3,4.52,32,6967.0,0,0.3455679480817666,1381
Stevens Point,Wisconsin,3,4.52,23,6729.7,0,0.34540371785910323,1382
Loudon,Tennessee,3,4.52,9,7011.3,0,0.345230660660886,1383
Tunica,Mississippi,1,4.57,494,7210.0,0,0.3451934805187677,1384
Shelton,Washington,1,4.58,140,2898.0,0,0.3451472315870612,1385
Murfreesboro,Tennessee,5,4.43,1424,6722.5,0,0.3451306127009345,1386
Bloomfield,Connecticut,2,4.52,1321,6907.0,0,0.3450653299316105,1387
Kent,Washington,3,4.5,852,4830.7,0,0.34492104082258385,1388
Fort Morgan,Colorado,1,4.57,316,6573.0,0,0.3447128494598871,1389
Columbia Falls,Montana,1,4.57,47,,0,0.3446191373417612,1390
Lake Bluff,Illinois,2,4.54,482,6453.5,0,0.3445951063503553,1391
Waycross,Georgia,1,4.56,573,6595.0,0,0.34445038308668396,1392
Graeagle,California,1,4.57,214,6504.0,0,0.34439050415859024,1393
North Branch,Minnesota,1,4.57,30,2898.0,0,0.34433388229154516,1394
New Smyrna Beach,Florida,5,4.38,3804,6312.8,0,0.3442728917936928,1395
Clackamas,Oregon,1,4.57,194,2477.0,0,0.3442040582355419,1396
Gulf Shores,Alabama,7,4.31,4184,4971.5,0,0.3441885159774456,1397
Winter Park,Florida,3,4.46,2674,4905.7,0,0.3441197037352088,1398
Spicer,Minnesota,1,4.57,21,,0,0.3438295162355483,1399
Salem,Kentucky,1,4.57,14,6731.0,0,0.34379949805310633,1400
Skokie,Illinois,2,4.54,8,6593.0,0,0.34378003531785867,1401
Bodega Bay,California,1,4.56,713,6290.0,0,0.3437702498605226,1402
Elgin,South Carolina,1,4.57,7,7002.0,0,0.3437694798706644,1403
Huntingburg,Indiana,1,4.57,3,2977.0,0,0.34375867037355484,1404
Land O Lakes,Wisconsin,1,4.57,3,6398.0,0,0.34375867037355484,1405
Suffolk,Virginia,5,4.43,1286,6738.0,0,0.3437415291756507,1406
Ada,Michigan,2,4.54,238,0.0,0,0.34369857468291515,1407
Kennewick,Washington,1,4.57,35,7026.0,0,0.3436305526004323,1408
Killington,Vermont,2,4.54,92,6378.5,0,0.3435765905384118,1409
Kahuku,Hawaii,2,4.54,162,4949.0,0,0.3433562031440812,1410
Fairhope,Alabama,1,4.57,37,6920.0,0,0.343066879223987,1411
Mancelona,Michigan,2,4.53,252,6959.0,0,0.343046000110299,1412
Munster,Indiana,2,4.54,130,3300.0,0,0.3429928913859537,1413
Kerrville,Texas,2,4.53,177,6654.0,0,0.34286047203949255,1414
Sun City,Arizona,11,4.07,10045,5562.1,0,0.34264866359656765,1415
Davenport,Florida,6,4.18,12002,5342.0,0,0.34264388724497763,1416
North Augusta,South Carolina,2,4.52,822,6987.0,0,0.342540480948428,1417
Moorpark,California,3,4.47,1936,7001.5,0,0.34251371662263996,1418
Hoover,Alabama,1,4.56,62,8191.0,0,0.34249596201842253,1419
Laguna Beach,California,1,4.56,164,2221.0,0,0.3421677448197193,1420
Elk Grove,California,2,4.52,586,4547.0,0,0.34210532905645685,1421
Moreno Valley,California,2,4.51,984,3889.5,0,0.34203473339386986,1422
Hutchinson,Kansas,3,4.5,122,6756.0,0,0.341991094058401,1423
Jefferson City,Missouri,3,4.5,81,4125.3,0,0.3419636586921934,1424
Elmira,New York,1,4.56,32,6829.0,0,0.3419298126651,1425
Verona,Wisconsin,1,4.56,32,7227.0,0,0.3419298126651,1426
Mt. Airy,North Carolina,1,4.56,141,0.0,0,0.3419159886488386,1427
Leawood,Kansas,2,4.53,166,6776.5,0,0.3418964592036909,1428
Clinton,North Carolina,2,4.53,207,6516.5,0,0.341874315611565,1429
Cohasset,Minnesota,1,4.56,16,6545.0,0,0.34186119967666123,1430
Edinburgh,Indiana,1,4.56,50,6965.0,0,0.3418414085270935,1431
Madera,California,3,4.49,659,7184.3,0,0.3418386244620418,1432
Hobbs,New Mexico,1,4.56,93,,0,0.34160164968352247,1433
Huntley,Montana,1,4.56,145,6981.0,0,0.3414847043959484,1434
North Myrtle Beach,South Carolina,10,4.21,4041,6569.8,0,0.34141289420577464,1435
Yorba Linda,California,2,4.51,1042,6756.0,0,0.34137870547696025,1436
Nekoosa,Wisconsin,3,4.5,61,6624.0,0,0.34134235381081174,1437
Columbia,South Carolina,9,4.3,1104,5920.5,0,0.34128366882799366,1438
Durango,Colorado,3,4.5,6,6869.3,0,0.3411672748922204,1439
Bullard,Texas,3,4.5,5,6828.5,0,0.3411629865804429,1440
Kingston,Oklahoma,2,4.53,25,5054.5,0,0.34096024239932476,1441
Borrego Springs,California,3,4.48,874,3084.0,0,0.34093110243168717,1442
Springfield,Vermont,1,4.55,215,6602.0,0,0.34086487840786767,1443
Fort Worth,Texas,13,4.12,4354,5685.1,0,0.34083511342672224,1444
Buckeye,Arizona,4,4.34,6347,7067.0,0,0.34079034427387894,1445
Sparks,Nevada,6,4.39,1108,3676.0,0,0.3406119245230199,1446
Blanco,Texas,1,4.53,1236,0.0,0,0.3405699266076129,1447
Hernando,Florida,1,4.56,45,7142.0,0,0.3404761857182064,1448
Innsbrook,Missouri,1,4.55,466,6465.0,0,0.3404514106015001,1449
Mebane,North Carolina,2,4.52,259,6906.0,0,0.34037383235524077,1450
Longville,Minnesota,1,4.56,9,,0,0.34032180649421934,1451
Ellwood City,Pennsylvania,1,4.55,66,6944.0,0,0.3401644818280323,1452
Florence,Indiana,1,4.54,566,6910.0,0,0.3401398649042419,1453
Apache Junction,Arizona,4,4.42,2189,6791.2,0,0.3401286385908688,1454
Guntersville,Alabama,1,4.55,417,6863.0,0,0.34005665832440635,1455
Schaumburg,Illinois,2,4.5,1218,3810.0,0,0.3400207608497861,1456
Advance,North Carolina,2,4.51,535,7058.0,0,0.33997573453080865,1457
Woodridge,Illinois,2,4.51,692,4087.5,0,0.33996247119861356,1458
Kansas City,Missouri,14,4.12,2531,5921.4,0,0.33993684015103787,1459
Aurora,Ohio,2,4.52,9,7112.0,0,0.33987777566088606,1460
Midway,Pennsylvania,1,4.54,456,7083.0,0,0.33984883810872574,1461
Cranston,Rhode Island,2,4.52,210,4027.0,0,0.33972073632814725,1462
Oregon,Illinois,1,4.55,206,6614.0,0,0.339185822664371,1463
Belleville,Ohio,1,4.55,117,6584.0,0,0.33890369416618055,1464
Morgan Hill,California,3,4.46,1624,7361.3,0,0.3388976279314183,1465
Stoneville,North Carolina,1,4.55,31,6640.0,0,0.33884114935332255,1466
Albuquerque,New Mexico,10,4.28,72,5738.5,0,0.3387999018549468,1467
Piqua,Ohio,2,4.52,28,6041.0,0,0.338436042647157,1468
Blair,Nebraska,1,4.54,218,6453.0,0,0.33835213021820004,1469
Litchfield,New Hampshire,2,4.52,7,5053.5,0,0.338306976224831,1470
Alpharetta,Georgia,10,4.23,2288,6984.4,0,0.3382636595349584,1471
Egg Harbor Township,New Jersey,6,4.32,3978,6741.2,0,0.3382012281783805,1472
Yorktown,Indiana,1,4.55,11,6884.0,0,0.33812100811777407,1473
Baraboo,Wisconsin,2,4.51,166,6592.0,0,0.3381029568599408,1474
Hidden Valley Lake,California,1,4.54,402,6667.0,0,0.3380300892727451,1475
Homer,Georgia,1,4.54,415,6985.0,0,0.3380198098258516,1476
Canton,New York,2,4.51,38,6634.5,0,0.33800970920243106,1477
Hollister,Missouri,3,4.48,91,6868.0,0,0.33794428139330107,1478
Kenansville,North Carolina,1,4.54,70,6319.0,0,0.337805268512642,1479
Shelby,Michigan,2,4.51,48,3146.0,0,0.3376734187264553,1480
Longview,Washington,1,4.53,488,6473.0,0,0.33766966564810325,1481
Gallatin Gateway,Montana,1,4.54,25,6806.0,0,0.33750751323265804,1482
Waterloo,Illinois,3,4.45,1892,6771.0,0,0.3373815696544336,1483
Lebanon,Kentucky,1,4.54,24,6775.0,0,0.33734550617088055,1484
Saint Charles,Missouri,4,4.45,14,6792.7,0,0.33714215555310634,1485
Rochester,Michigan,5,4.41,754,6851.3,0,0.33703814668506343,1486
Youngstown,Ohio,4,4.45,50,3652.0,0,0.3370273147770935,1487
White Sulphur Springs,West Virginia,2,4.51,71,6652.0,0,0.337011330366086,1488
Mission Viejo,California,3,4.47,729,5927.0,0,0.33699732378646124,1489
Cloudcroft,New Mexico,1,4.54,108,2387.0,0,0.3369429431101838,1490
Dayton,Ohio,12,4.2,702,6266.7,0,0.33669985882159603,1491
Bellaire,Michigan,6,4.37,1155,6593.0,0,0.33659077658280856,1492
New Richmond,Wisconsin,2,4.51,87,5060.5,0,0.33646495179202474,1493
Seneca,South Carolina,2,4.51,74,6401.0,0,0.33644690092641827,1494
Pacific Grove,California,1,4.52,1095,5732.0,0,0.3362269443344968,1495
Carrollton,Georgia,2,4.5,120,5428.0,0,0.3360754132681795,1496
Chautauqua,New York,2,4.5,69,,0,0.33598609999253104,1497
Cleburne,Texas,2,4.49,802,7068.0,0,0.33592953455662955,1498
Stowe,Vermont,1,4.53,73,6185.0,0,0.3359150084479742,1499
Nogales,Arizona,2,4.5,416,6684.0,0,0.3356275660542956,1500
Prineville,Oregon,1,4.52,483,6731.0,0,0.3355953100267162,1501
Hammond,Indiana,1,4.52,549,6643.0,0,0.33555688766652575,1502
Chewelah,Washington,1,4.53,58,,0,0.3355225587713129,1503
Wharncliffe,West Virginia,1,4.53,15,7015.0,0,0.3354694113648838,1504
Jensen Beach,Florida,2,4.48,942,4491.5,0,0.3351379055492184,1505
Niles,Illinois,1,4.52,334,2583.0,0,0.3349461556343807,1506
Arlington,South Dakota,1,4.53,12,6442.0,0,0.3348659214295515,1507
Macon,Georgia,4,4.44,35,6913.0,0,0.3348652240848072,1508
Kernersville,North Carolina,2,4.5,31,6258.0,0,0.3347640660199892,1509
Mountain Top,Pennsylvania,1,4.52,514,6633.0,0,0.3347548692543162,1510
Acushnet,Massachusetts,1,4.52,679,6807.0,0,0.3347419853850904,1511
Redford,Michigan,2,4.5,7,6158.0,0,0.33466114653733114,1512
Margaretville,New York,2,4.5,6,4114.5,0,0.33465685822555374,1513
North East,Pennsylvania,2,4.5,6,6324.5,0,0.33465685822555374,1514
Mullen,Nebraska,2,4.5,5,7444.5,0,0.3346525699137763,1515
Fort Richardson,Alaska,2,4.5,5,6911.5,0,0.3346525699137763,1516
St. Petersburg,Florida,2,4.5,5,,0,0.3346525699137763,1517
Plymouth Meeting,Pennsylvania,2,4.5,4,6972.5,0,0.3346482816019989,1518
Fargo,North Dakota,2,4.5,4,6616.0,0,0.3346482816019989,1519
Lisbon,Ohio,2,4.5,4,4742.0,0,0.3346482816019989,1520
Arlington,Virginia,2,4.5,3,6133.0,0,0.3346439932902215,1521
Bolivar,Missouri,2,4.5,3,5046.5,0,0.3346439932902215,1522
Malvern,Pennsylvania,2,4.5,3,6875.0,0,0.3346439932902215,1523
Commerce Township,Michigan,2,4.5,3,3200.0,0,0.3346439932902215,1524
Tipton,Iowa,2,4.5,3,4712.5,0,0.3346439932902215,1525
Newton,Iowa,2,4.5,3,6341.0,0,0.3346439932902215,1526
Ipswich,Massachusetts,2,4.5,2,4549.0,0,0.33463970497844403,1527
Grosse Pointe,Michigan,2,4.5,2,6838.0,0,0.33463970497844403,1528
Franklin,Wisconsin,2,4.5,2,6958.0,0,0.33463970497844403,1529
Deer Park,Washington,2,4.5,2,6014.5,0,0.33463970497844403,1530
North Sioux City,South Dakota,2,4.5,2,6492.5,0,0.33463970497844403,1531
Madison,Mississippi,2,4.5,2,5922.0,0,0.33463970497844403,1532
Wooster,Ohio,2,4.5,2,4846.0,0,0.33463970497844403,1533
Normal,Illinois,2,4.5,2,6769.5,0,0.33463970497844403,1534
Raeford,North Carolina,1,4.53,99,7036.0,0,0.3346114108041871,1535
Johnson,New York,1,4.53,6,5667.0,0,0.33458031655888704,1536
Chicago Heights,Illinois,2,4.49,282,3014.5,0,0.33446715696362145,1537
Viroqua,Wisconsin,1,4.53,155,6291.0,0,0.33439749032622246,1538
Medina,Ohio,5,4.38,1637,6722.5,0,0.3341691500470249,1539
New Kent,Virginia,1,4.51,981,6820.0,0,0.333966201791871,1540
Green Valley,Arizona,8,4.16,8138,6765.6,0,0.3339469813964038,1541
Blairsden-graeagle,California,1,4.52,61,6680.0,0,0.3337635487066452,1542
York,Pennsylvania,7,4.33,973,5778.2,0,0.33371915936015173,1543
Denton,Texas,5,4.39,1007,5594.2,0,0.33364288831475064,1544
Powhatan,Virginia,2,4.49,324,6888.0,0,0.33363144246452314,1545
Pound Ridge,New York,1,4.52,330,,0,0.333586765512271,1546
Kingston,Washington,1,4.51,510,7093.0,0,0.3335591391322064,1547
Barneveld,Wisconsin,1,4.52,168,6589.0,0,0.333497460566829,1548
Rouses Point,New York,1,4.52,21,6268.0,0,0.33341701623554826,1549
Sussex,Wisconsin,1,4.52,4,,0,0.3333441149353321,1550
Highland Park,Illinois,4,4.43,227,6726.5,0,0.33333478346169665,1551
Rockford,Illinois,7,4.33,530,6175.0,0,0.3333323606802548,1552
Patterson,California,2,4.49,357,7177.5,0,0.333077680659428,1553
Waverly,Iowa,2,4.49,82,5888.0,0,0.33287219882688746,1554
Shellman Bluff,Georgia,1,4.5,1053,6869.0,0,0.3324831789898452,1555
Mount Wolf,Pennsylvania,1,4.51,311,,0,0.332313566026,1556
Delta,Colorado,1,4.52,29,6878.0,0,0.33200757272976766,1557
Elyria,Ohio,3,4.45,296,6242.7,0,0.331823422495172,1558
Napa,California,4,4.42,573,6443.0,0,0.3317109844929339,1559
Lake Buena Vista,Florida,5,4.33,3365,5821.4,0,0.3316857623609057,1560
Barrington,Illinois,2,4.47,715,6897.0,0,0.3315220681507441,1561
Laytonsville,Maryland,1,4.5,704,6885.0,0,0.3313280269295258,1562
Williams,Arizona,1,4.5,500,6695.0,0,0.3312911550769323,1563
Comins,Michigan,1,4.51,81,6330.0,0,0.3312754149421934,1564
Liberty,Indiana,2,4.48,187,6704.5,0,0.3311400170322667,1565
Canton,Ohio,5,4.38,640,6615.0,0,0.33104338539243755,1566
Springboro,Ohio,1,4.51,92,6730.0,0,0.33089961137174523,1567
Marshall,Michigan,2,4.47,428,6581.0,0,0.33086878220187477,1568
Dillsburg,Pennsylvania,1,4.51,297,6180.0,0,0.330814598723616,1569
Palos Heights,Illinois,1,4.51,300,2520.0,0,0.3308077499089484,1570
Bolivar,Pennsylvania,1,4.51,96,6805.0,0,0.33080738961885475,1571
Rush,New York,2,4.48,183,4324.0,0,0.33057108331640694,1572
Hartwell,Georgia,1,4.51,257,6081.0,0,0.3305619165650193,1573
Montgomery,Texas,7,4.32,814,5207.5,0,0.3304580459125421,1574
Cannon Falls,Minnesota,3,4.43,829,6635.7,0,0.3303963947558699,1575
Glenwood Springs,Colorado,1,4.51,97,7224.0,0,0.3303114798056323,1576
Saint James,Missouri,1,4.51,5,3149.0,0,0.3302910044971096,1577
Hurricane,Utah,3,4.45,216,5679.7,0,0.33026290369881184,1578
Rochester,New York,8,4.3,96,6463.2,0,0.33020673429333386,1579
Lewiston,Michigan,4,4.42,96,6784.8,0,0.33007316055635466,1580
Lee's Summit,Missouri,2,4.48,97,6380.0,0,0.3300595945972989,1581
Elk Grove Village,Illinois,1,4.5,616,6287.0,0,0.33004102080561304,1582
Kelso,Washington,1,4.5,482,6700.0,0,0.3299997148399386,1583
Payson,Utah,1,4.51,137,6406.0,0,0.3299319525892289,1584
Ludington,Michigan,2,4.48,21,6785.5,0,0.32974462040221497,1585
Highland,New York,1,4.51,87,,0,0.32974066981285804,1586
Macomb,Illinois,1,4.51,28,6862.0,0,0.3297255062929903,1587
Michigan City,Indiana,3,4.44,265,6417.0,0,0.3295837028509053,1588
Mont Belvieu,Texas,1,4.5,117,6893.0,0,0.32956306916618056,1589
Pilot Mountain,North Carolina,1,4.5,106,6400.0,0,0.329542939611629,1590
Ottawa,Ohio,1,4.5,194,6261.0,0,0.3295038941730418,1591
Natchez,Mississippi,2,4.48,5,6643.5,0,0.32944785116377623,1592
Wickenburg,Arizona,4,4.38,1664,6799.7,0,0.32935967600147353,1593
Palatine,Illinois,2,4.47,338,4136.5,0,0.32921729648565684,1594
Meadowlakes,Texas,1,4.49,719,6732.0,0,0.32915946316868705,1595
Lake Alfred,Florida,1,4.5,18,2845.0,0,0.329109345050216,1596
Hebron,Connecticut,3,4.43,842,6563.3,0,0.32910424103814306,1597
Saint Helena Island,South Carolina,3,4.44,10,6533.0,0,0.32903162751432996,1598
Sturgis,Michigan,3,4.44,5,3694.3,0,0.32900777824710964,1599
Hamden,Connecticut,2,4.46,652,6752.0,0,0.32887590107126663,1600
Horseshoe Bay,Texas,6,4.35,63,5495.4,0,0.3286012815802,1601
Rancho Mirage,California,8,4.13,8533,6224.9,0,0.32844020490004694,1602
Henryville,Indiana,1,4.49,377,7154.0,0,0.3284052177283096,1603
Mathews,Louisiana,1,4.5,139,,0,0.3283115504627839,1604
Sarona,Wisconsin,1,4.5,40,5563.0,0,0.3282922441593193,1605
Dodge City,Kansas,1,4.5,18,6868.0,0,0.3281979013002161,1606
Stoughton,Massachusetts,1,4.5,12,2161.0,0,0.3281721714295516,1607
Cairo,Nebraska,1,4.5,10,6828.0,0,0.3281635948059967,1608
Arbuckle,California,1,4.5,8,3262.0,0,0.32815501818244186,1609
Brandon,Vermont,1,4.5,8,6349.0,0,0.32815501818244186,1610
La Veta,Colorado,1,4.5,6,7085.0,0,0.32814644155888706,1611
Durant,Iowa,1,4.5,6,3276.0,0,0.32814644155888706,1612
Two Harbors,Minnesota,1,4.5,6,6773.0,0,0.32814644155888706,1613
Purcellville,Virginia,1,4.5,6,6583.0,0,0.32814644155888706,1614
Anchorage,Alaska,1,4.5,6,6616.0,0,0.32814644155888706,1615
Delphi,Indiana,1,4.5,5,3067.0,0,0.3281421532471096,1616
New London,North Carolina,1,4.5,4,7102.0,0,0.3281378649353322,1617
Athens,Alabama,1,4.5,4,7110.0,0,0.3281378649353322,1618
Fajardo,Puerto Rico,1,4.5,4,,0,0.3281378649353322,1619
Harrod,Ohio,1,4.5,4,7043.0,0,0.3281378649353322,1620
Hillman,Michigan,1,4.5,4,6677.0,0,0.3281378649353322,1621
Swartz Creek,Michigan,1,4.5,4,6867.0,0,0.3281378649353322,1622
Pleasant Grove,Utah,1,4.5,4,6711.0,0,0.3281378649353322,1623
Mayville,North Dakota,1,4.5,4,3025.0,0,0.3281378649353322,1624
Warrensburg,New York,1,4.5,4,6121.0,0,0.3281378649353322,1625
Marlboro,New Jersey,1,4.5,4,5923.0,0,0.3281378649353322,1626
Fruita,Colorado,1,4.5,4,,0,0.3281378649353322,1627
Furman,South Carolina,1,4.5,4,6641.0,0,0.3281378649353322,1628
Odessa,Texas,1,4.5,4,6849.0,0,0.3281378649353322,1629
Evanston,Wyoming,1,4.5,4,6138.0,0,0.3281378649353322,1630
Parsonsfield,Maine,1,4.5,2,6372.0,0,0.32812928831177735,1631
Superior,Nebraska,1,4.5,2,3070.0,0,0.32812928831177735,1632
Gaithersburg,Maryland,1,4.5,2,6684.0,0,0.32812928831177735,1633
Sutton,Nebraska,1,4.5,2,3409.0,0,0.32812928831177735,1634
Canal Fulton,Ohio,1,4.5,2,5591.0,0,0.32812928831177735,1635
Mount Clare,West Virginia,1,4.5,2,6938.0,0,0.32812928831177735,1636
Callao,Virginia,1,4.5,2,6090.0,0,0.32812928831177735,1637
Buellton,California,1,4.5,2,1590.0,0,0.32812928831177735,1638
Fosston,Minnesota,1,4.5,2,6430.0,0,0.32812928831177735,1639
Roxbury,New York,1,4.5,2,,0,0.32812928831177735,1640
Rock Falls,Illinois,1,4.5,2,5920.0,0,0.32812928831177735,1641
Gwinn,Michigan,1,4.5,2,6075.0,0,0.32812928831177735,1642
Emory,Texas,1,4.5,2,0.0,0,0.32812928831177735,1643
Sistersville,West Virginia,1,4.5,2,3098.0,0,0.32812928831177735,1644
Clinton,Iowa,1,4.5,2,,0,0.32812928831177735,1645
Leland,Michigan,1,4.5,2,5867.0,0,0.32812928831177735,1646
Lawrence Township,New Jersey,1,4.5,2,6447.0,0,0.32812928831177735,1647
Saint Regis,Montana,1,4.5,2,3219.0,0,0.32812928831177735,1648
